"business_id","stars","longitude","latitude","state","city","'Mexican'","'Restaurants'","'Coffee & Tea'","'Food'","'Pizza'","'Chinese'","Alcohol","Ambience.romantic","Ambience.intimate","Ambience.classy","Ambience.hipster","Ambience.divey","Ambience.touristy","Ambience.trendy","Ambience.upscale","Ambience.casual","BYOB","BYOBCorkage","BikeParking","BusinessAcceptsCreditCards","BusinessParking.garage","BusinessParking.street","BusinessParking.validated","BusinessParking.lot","BusinessParking.valet","Caters","GoodForKids","GoodForMeal.dessert","GoodForMeal.latenight","GoodForMeal.lunch","GoodForMeal.dinner","GoodForMeal.breakfast","GoodForMeal.brunch","HasTV","NoiseLevel","OutdoorSeating","RestaurantsAttire","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsTableService","RestaurantsTakeOut","WheelchairAccessible","WiFi","NA_Column","RestaurantsCounterService","ByAppointmentOnly","DogsAllowed","BusinessAcceptsBitcoin","Corkage","DietaryRestrictions.dairy.free","DietaryRestrictions.gluten.free","DietaryRestrictions.vegan","DietaryRestrictions.kosher","DietaryRestrictions.halal","DietaryRestrictions.soy.free","DietaryRestrictions.vegetarian","Open24Hours"
"tstimHoMcYbkSC4eBA1wEg",4.5,-115.04046,36.1955918,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","False","True","False","False","True","True","False","False","True","quiet","False","casual","False","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bBM6OguT_lLYSlq4NaMuzw",3.5,-112.011998892,33.6555665,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","False","True","False","False","False","True","False","False","False","quiet","False","casual","False","True","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-jKhfsXol4FxbRjK8aUsLA",3,-112.0947772,33.5081735,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","average","False","casual","False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FZDcm4f7aOvYK7aD7aBtvA",2.5,-115.2450798,36.1714276,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True",NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True",NA,"False","casual","True","True","2","False",NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OQcvO5P3gH0cuJ-bPXwfQQ",5,-115.205170581,36.1947007117,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False","True","False","False","False","False","False","True","True","True","False","True","True","False","True","True","average","False","casual","False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BmyRJmbVm4jGlkXg4ncLJQ",3,-115.2593102,36.1915723,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","True","False","False","False","True","average","True","casual","False","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRtd6t9J4ipB_q737xvyow",3.5,-112.081444,33.510213,"AZ","Phoenix",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d4qwVw4PcN-_2mK2o1Ro1g",3.5,-115.1538714,36.1100828,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True","False","no","False","True","True","False","False","False","False","False","False","False","False","True","True","False","False","True","loud","True","casual","False","True","2","True","True","True","True","no",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dcytjy24XmYrLtjTjgyEZA",3.5,-81.6880278,41.395885,"OH","Cleveland",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","average","False","casual","True","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CaMwTEn92eJ1T2Zfr1xcnA",4,-80.0010018,40.4403955,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","quiet","False","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2ERnU_ihjdwusbdlXSf3gg",3.5,-79.9346006,40.4512206,"PA","Pittsburgh",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","True","False","False","False",NA,"True","False","False","True","False","False","False","False","average","True","casual","False","True","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K-0pdH5hZQVeoUmYSNygQw",5,-115.1151063,36.157312,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"beer_and_wine","False","False","False","False","True","False","False","False","False",NA,NA,"True","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","True","quiet","False","casual","False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b7BOeCJ-W4Y-kKVGziDjQw",3.5,-89.4692796,43.0768981,"WI","Madison",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7k6uHs6oPyh5AuaqrhC5yw",3.5,-115.243934,36.04577,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maI7TBB32kGuRkfxxA8s6A",3,-115.174586075,36.011634058,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"False",NA,"1",NA,NA,"True","True","free",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBKlwam3LBMcdJ8BG3Jvwg",3.5,-112.073195,33.448654,"AZ","Phoenix",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"2",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"qCtjJp2tI-RyennIpfN6Wg",4,-114.9642522,36.0142886,"NV","Henderson",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","False","False","True","True","False","False","True","False","False","False","False","quiet","False","casual","False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"qmm3eoSgi_tCZx9h-zSOFg",4,-81.5956779,41.4007245,"OH","Cleveland",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","True","False",NA,"True","False","False","True","True","False","False",NA,NA,"False","casual","False","True","1",NA,"True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7QZWVm-ytyKHpvUq3ggFA",2.5,-79.9844739,40.4286949,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,"False","casual","True","True","2","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eGLnLiKt58jHNjGVw149Nw",2.5,-115.187333,36.100396,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K0VNhFhaOrO3CypCqofjwA",3,-80.8162405,35.0482549,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False",NA,"True","False","False","True","True","False","False","False","quiet","False","casual","True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EjYGxyksao-Jhw86tIAiYQ",3.5,-115.211199,36.125587,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","True","False","False","True","False",NA,"True","False","False","True","True","False","False","True","loud","False","casual","False","True","1","False","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60zmhS-MTHrhKIXxhSWJ4g",2.5,-115.2428249,36.1523324,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2Yq-Y-tDroP7mdDfcWJLCQ",4.5,-112.098273,33.53864,"AZ","Phoenix",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","True","False","False","False","False",NA,NA,NA,"True","False","False","False","True","False","True","True","False","False","True","True","False","False","False","average","False","casual","False","True","1","False","False","True","True","no",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98gLNkYYJCg4f_uJ7o2wBg",2.5,-80.8098575,35.220624,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","average","False","casual","False","False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KWTv8elo9HiN9sIKvN0_bQ",4.5,-112.167718,33.48001,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","quiet","True","casual","True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EaIho6EvTuODNHPLO98yeQ",3,-80.80895,35.1465729,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","True","casual","False","True","2","False","True","True","False","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U1UeoJPMgfQLROLsOc376g",2.5,-115.172558321,36.1109496171,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f5DD_VW9YipLr7fvIOY9Eg",3,-115.224318,36.127754,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i5EhA_T8_eWLr4_4DGDS5w",2.5,-115.282161,36.20183,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","True","False",NA,"True","False","False","False","False","False","False","False","average","False","casual","True","False","2","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45bWSZtniwPRiqlivpS8Og",4,-112.0300423,33.6713524,"AZ","Phoenix",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bsbU2Pk-aacIULmRDU8y_Q",3,-111.932316714,33.4226194368,"AZ","Tempe",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2xbxXWeu3tpZEJdGTTGbLg",4,-115.1938769,36.1440254,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,"False","casual",NA,"True","2","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83cVpTJNyzv9lJ20vzBgdg",4,-111.9958268,33.4940588,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True","True","False","True","False","False","False","True","True","False","False","True","False","False","False","True","average","True","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nc7YTLSXEWPG4Q0WlI5iPQ",3.5,-112.2197552,33.6390105,"AZ","Glendale",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","False","False","True","True","False","False","True","True","False","False","False","average","True","casual","False","True","2","True","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pOwziZ1OSMO7KYiIPJA2Zw",3,-80.8321252,35.1523851,"NC","Charlotte",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"3",NA,NA,"True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"juMGlVODD52yam7hCE5P7Q",3,-115.279395,36.3003714,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"2",NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pGwfOqNEL8FbMUFspJdAMA",3.5,-79.9249675,40.460303,"PA","Pittsburgh",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","True","False","False","False","True","True","False","False","False","True","False","False","True","average","False","casual","False","True","2","True","True","True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dQwjYLmQXb06CpMPIpm5-g",4,-81.743512,41.476881,"OH","Cleveland",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False","True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","False","casual","False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G3u4eA85qY8t3LWtiU27qQ",3,-115.160418,36.188135,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jI0B7zaALNKge6eFma3M2Q",4,-111.8344051,33.5855766,"AZ","Scottsdale",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"1",NA,NA,"True",NA,"no",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3G_wGIblXDNRYg4xIe9VZA",3.5,-112.0905491,33.4516155,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"beer_and_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","True","quiet","False","casual","True","True","2","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mBycrsguRPhI0xtFBzsz_w",4.5,-79.9447413906,40.4435157487,"PA","Pittsburgh",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i5A6Bb9SpaYb3_Yr40Pk2g",4,-81.498089,41.5532017,"OH","Cleveland",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,"False","casual","True","True","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S8VRQCBrbZI04zjCOc1RAA",4.5,-79.9553059,40.438918,"PA","Pittsburgh",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True","True","False","True","False","False","False","False","True","False","False","True","False","False","False","False","average","False","casual","False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBPttAVjzEnN3VE6sKiaMg",3.5,-80.814423,35.061319,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","False","False","True","False",NA,"True","False","False","True","True","False","False","False","average","True","casual","True","True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ym7uH6ZpCfKQ1Of7eaYGCA",4.5,-79.9958954,40.31836,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False","True","False","False","False","True","False","False","True","False","False","True","True","False","False","True","average","False","casual","False","True","1","False","True","True",NA,"free",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KTQHeWmwLxDQEt7GN7n3pA",3.5,-115.061679392,36.1668853642,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","average","False","casual","False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
